N,P,K,temperature,humidity,ph,rainfall,label
107.12,96.63,47.04,24.61,83.68,6.72,106.3,banana
30.82,24.5,32.18,29.31,50.96,5.68,61.33,mango
28.09,22.51,29.83,27.67,92.45,5.55,143.7,coconut
102.17,24.15,47.82,26.29,83.76,6.49,48.1,watermelon
39.12,13.29,36.21,23.99,88.85,6.13,113.5,pomegranate
24.7,123.2,201.01,33.09,88.82,6.88,71.85,grapes
32.47,68.62,16.74,30.69,74.53,7.28,76.47,blackgram
28.82,43.3,18.36,31.07,67.8,7.05,46.63,mungbean
76.75,59.69,15.46,22.07,57.79,5.96,99.5,maize
19.64,35.53,15.39,32.36,80.75,6.41,46.43,mungbean
102.99,38.82,25.18,23.23,64.82,7.16,171.81,coffee
23.17,15.24,41.54,19.47,92.31,6.55,108.46,pomegranate
16.19,26.68,31.39,26.44,94.32,5.91,189.16,coconut
101.4,89.05,47.14,24.19,76.49,6.37,128.27,banana
27.17,74.08,21.01,26.07,69.14,6.24,35.93,lentil
68.17,67.37,47.73,33.33,85.23,6.18,180.82,papaya
29.63,71.83,21.77,24.36,62.75,6.28,46.82,lentil
20.0,17.56,38.94,19.8,94.34,6.39,123.7,pomegranate
30.6,121.01,200.03,16.01,81.4,6.63,69.39,grapes
35.48,22.83,27.01,29.28,94.35,6.14,184.51,coconut
26.14,72.51,17.55,27.08,60.9,6.1,65.35,blackgram
77.63,36.88,24.28,26.49,69.54,6.82,84.84,maize
109.38,19.59,30.31,27.69,63.41,7.29,187.52,coffee
37.97,75.09,18.76,29.64,69.96,6.91,77.39,blackgram
16.01,54.56,21.79,31.69,58.49,5.88,68.79,mothbeans
62.49,55.07,37.34,25.21,79.52,7.04,177.78,jute
30.99,71.1,94.72,17.42,21.18,7.86,71.57,chickpea
89.16,43.73,41.96,24.91,81.05,6.97,284.65,rice
38.88,62.19,20.94,21.63,19.93,6.15,133.92,kidneybeans
25.85,11.01,30.14,28.99,90.04,6.35,161.43,coconut
96.05,46.78,41.31,25.45,84.41,6.49,189.74,jute
28.06,64.19,15.73,22.42,21.02,6.44,135.9,kidneybeans
33.31,25.18,29.61,33.72,47.15,6.18,90.6,mango
28.23,26.96,26.53,29.95,94.29,5.94,185.26,coconut
33.04,135.28,202.56,23.92,90.94,6.34,117.25,apple
35.07,71.12,18.12,23.76,64.74,6.23,110.53,pigeonpeas
54.1,60.37,45.9,24.12,93.04,6.3,238.48,papaya
119.83,98.75,48.91,24.5,79.93,5.93,113.79,banana
36.49,134.57,204.6,22.53,91.51,6.48,101.11,apple
37.76,74.72,15.5,25.66,71.25,7.27,73.32,blackgram
19.26,142.71,196.04,18.08,87.05,6.57,72.63,grapes
72.18,51.8,42.98,26.01,80.65,6.3,254.41,rice
31.84,11.52,30.65,28.35,98.18,6.15,151.76,coconut
48.73,68.1,53.89,31.55,91.9,6.37,157.71,papaya
17.21,19.76,28.59,27.27,99.04,5.85,173.13,coconut
15.06,61.88,23.28,15.52,67.15,6.04,43.09,lentil
97.43,12.0,52.18,24.95,84.17,6.07,45.8,watermelon
29.51,10.11,35.67,18.9,87.14,6.91,106.18,pomegranate
27.87,127.44,200.34,24.0,91.94,6.05,100.93,apple
29.54,56.05,19.07,31.62,60.98,7.61,65.9,mothbeans
23.36,40.09,15.97,28.21,73.05,6.83,46.7,mungbean
23.04,55.25,21.67,15.78,19.88,5.66,95.05,kidneybeans
20.73,135.59,200.05,29.09,84.44,5.77,66.75,grapes
97.14,22.77,53.52,26.77,84.83,6.31,41.04,watermelon
37.0,47.82,20.11,26.82,85.31,6.89,51.07,mungbean
16.04,49.99,21.92,27.29,50.17,9.32,66.38,mothbeans
85.34,39.88,35.71,23.69,88.45,6.02,239.8,rice
30.09,62.8,15.12,20.84,18.54,6.38,66.67,kidneybeans
94.28,11.56,49.24,26.85,80.32,6.53,46.36,watermelon
115.2,23.96,29.28,26.25,53.29,6.72,168.75,coffee
78.89,39.02,37.48,20.58,80.22,5.78,193.59,rice
60.71,58.64,49.68,37.33,94.4,6.92,73.31,papaya
17.14,58.24,24.62,25.64,78.31,6.51,62.9,mungbean
103.21,19.62,52.96,25.18,80.59,6.38,48.56,watermelon
98.8,40.55,38.85,20.13,84.3,6.7,277.75,rice
37.3,78.58,89.3,21.31,22.14,7.65,77.62,chickpea
17.96,58.41,15.34,22.11,68.33,5.7,50.59,lentil
29.03,14.39,39.13,22.5,93.24,5.66,102.69,pomegranate
29.71,133.03,200.53,31.59,81.18,6.21,65.27,grapes
94.12,37.32,44.02,26.04,73.1,6.58,157.94,jute
60.64,48.71,39.27,25.91,83.12,6.71,161.47,jute
103.72,51.78,18.69,24.22,77.37,6.94,95.13,cotton
101.54,16.09,49.86,25.32,85.06,6.44,40.17,watermelon
37.32,22.44,33.36,25.16,95.5,5.61,209.48,coconut
91.04,14.47,53.7,29.97,90.52,6.28,20.64,muskmelon
34.66,75.45,22.56,26.74,65.08,6.45,75.28,blackgram
19.9,27.81,27.85,28.55,98.21,6.42,171.43,coconut
38.32,67.32,20.27,33.81,66.37,6.38,68.36,blackgram
34.02,76.57,20.57,30.58,44.19,5.62,91.51,pigeonpeas
106.18,17.98,54.79,27.59,91.71,6.79,27.57,muskmelon
27.89,73.33,85.28,24.12,20.29,6.55,79.69,chickpea
39.9,78.45,19.86,21.62,46.77,5.83,127.51,pigeonpeas
18.65,26.55,27.88,27.48,45.36,6.78,32.34,mango
19.31,77.41,23.66,23.86,65.52,5.66,36.57,lentil
70.17,38.42,37.76,26.81,82.76,6.22,188.83,jute
90.3,10.06,47.62,27.22,91.62,6.61,29.15,muskmelon
92.6,18.84,53.48,28.46,94.06,6.2,22.64,muskmelon
50.66,79.9,48.08,32.97,89.56,6.26,175.54,papaya
37.91,77.15,77.85,18.14,22.18,6.31,60.76,chickpea
61.63,47.09,42.86,23.99,78.16,7.0,172.79,jute
111.38,71.04,47.51,27.7,80.11,6.31,127.48,banana
97.19,23.15,50.1,24.4,81.83,6.64,44.03,watermelon
29.52,75.1,17.37,22.08,31.57,6.51,103.0,pigeonpeas
119.58,81.21,46.77,28.13,84.43,5.67,109.25,banana
115.62,39.95,21.35,26.75,71.67,7.15,80.23,cotton
39.13,79.73,21.51,29.58,61.76,6.38,68.76,blackgram
105.15,19.34,53.49,29.95,94.78,6.65,21.22,muskmelon
59.65,77.56,48.46,34.87,90.75,6.34,52.11,papaya
28.22,58.73,17.41,18.89,61.63,5.88,46.99,lentil
18.7,15.13,36.03,22.18,94.6,6.23,102.13,pomegranate
116.71,42.44,21.29,22.86,77.36,5.69,78.93,cotton
27.55,59.82,21.67,24.65,66.13,7.47,48.35,lentil
105.51,20.08,52.61,25.64,88.55,6.32,45.09,watermelon
76.35,49.76,20.37,18.28,69.51,6.31,65.21,maize
21.88,67.08,21.11,24.67,60.29,5.38,134.3,pigeonpeas
21.57,132.81,200.78,27.45,87.77,6.33,63.43,grapes
29.67,53.22,17.83,30.63,43.74,5.47,58.77,mothbeans
100.51,86.71,47.28,26.89,89.71,5.63,113.23,banana
37.12,66.8,20.62,28.5,65.78,7.0,65.02,blackgram
21.74,56.3,17.86,19.75,52.49,4.62,156.66,pigeonpeas
38.23,66.49,18.92,28.79,62.22,6.23,152.23,pigeonpeas
29.15,13.28,36.98,19.48,94.88,5.79,116.63,pomegranate
22.03,29.71,43.69,18.27,89.86,5.6,114.85,pomegranate
37.2,79.38,19.58,23.96,36.27,6.76,97.63,pigeonpeas
37.78,58.95,18.55,26.5,57.56,4.5,56.95,mothbeans
24.39,21.95,32.36,25.65,90.2,6.85,208.39,coconut
99.21,10.3,52.27,24.85,85.44,6.09,48.14,watermelon
24.54,78.25,17.8,23.06,62.65,5.7,41.74,lentil
29.9,10.6,10.2,10.22,94.47,6.58,100.61,orange
27.22,13.17,43.39,22.58,90.0,5.8,124.9,pomegranate
63.65,48.4,35.83,23.86,75.6,6.54,159.13,jute
92.15,42.02,35.27,20.52,85.01,6.75,289.78,rice
38.32,44.7,22.84,26.92,63.2,6.38,56.31,mungbean
61.49,57.24,42.39,23.39,87.96,6.66,184.54,jute
32.81,19.79,13.62,16.86,93.95,7.04,107.78,orange
31.59,20.6,36.23,22.98,87.68,5.69,129.28,pomegranate
21.75,125.44,197.25,22.51,90.96,6.18,104.57,apple
22.74,39.82,16.39,26.33,82.7,6.44,45.27,mungbean
81.57,39.43,40.75,23.66,75.61,6.6,255.87,rice
39.94,44.57,19.88,30.47,50.37,4.43,34.94,mothbeans
62.83,54.89,36.37,24.08,80.94,6.71,175.44,jute
130.3,36.26,18.2,23.61,81.25,5.56,94.24,cotton
95.24,31.92,31.18,27.35,50.76,6.26,179.87,coffee
22.89,50.13,19.84,29.16,44.63,4.06,59.96,mothbeans
39.95,66.44,21.8,23.36,18.36,6.34,116.83,kidneybeans
35.49,74.97,83.2,18.32,22.67,6.23,72.56,chickpea
72.47,43.02,39.66,22.72,81.22,6.39,271.5,rice
23.37,57.07,17.41,26.02,64.42,5.58,35.77,lentil
44.61,72.84,22.43,27.56,67.47,7.27,78.14,blackgram
17.95,53.9,18.03,29.11,79.39,6.79,47.04,mungbean
94.5,96.34,53.8,25.37,89.15,6.49,116.61,banana
19.7,11.92,43.32,19.92,94.51,5.69,103.78,pomegranate
66.24,40.7,35.15,26.59,83.76,5.68,248.94,rice
107.18,17.97,47.65,26.34,85.08,6.45,42.2,watermelon
24.29,71.93,21.37,24.19,66.55,5.96,45.16,lentil
33.91,43.32,19.58,32.68,85.21,6.63,56.73,mungbean
33.36,47.96,20.77,26.5,64.61,6.5,48.94,mothbeans
107.44,24.84,50.44,27.88,91.95,6.29,24.33,muskmelon
30.01,23.01,33.02,26.87,90.96,5.9,140.87,coconut
37.53,16.05,38.58,23.55,92.42,6.38,114.04,pomegranate
38.54,77.24,18.45,22.8,42.29,6.84,186.1,pigeonpeas
98.78,51.94,35.31,22.24,87.19,5.63,193.28,rice
24.81,67.55,15.77,25.18,73.68,6.33,60.73,blackgram
19.11,26.9,13.28,17.34,91.29,6.44,108.83,orange
20.04,124.66,199.01,23.76,93.87,6.4,116.99,apple
34.01,54.5,20.83,32.08,65.65,6.98,60.75,mungbean
39.76,29.08,39.56,21.71,87.5,5.98,108.96,pomegranate
27.86,15.65,37.1,23.3,86.27,5.82,113.42,pomegranate
19.52,139.11,200.28,22.83,91.18,6.04,108.66,apple
18.35,78.29,21.02,26.08,61.71,7.22,43.74,lentil
27.52,67.9,16.9,18.03,21.63,5.79,131.24,kidneybeans
71.65,59.29,35.97,21.97,89.79,6.62,225.23,rice
28.81,59.74,23.1,29.64,51.15,4.2,64.79,mothbeans
92.34,41.05,40.02,26.52,75.4,6.17,275.28,rice
97.42,52.69,43.01,26.24,89.31,6.72,197.53,jute
33.7,59.19,22.61,27.36,65.45,4.95,177.14,pigeonpeas
30.01,66.18,22.03,31.18,64.03,6.36,73.11,blackgram
31.96,135.51,203.04,21.05,90.22,5.6,109.54,apple
29.79,127.18,199.52,23.78,92.66,6.03,103.04,apple
31.36,63.88,20.11,28.77,63.32,7.19,125.59,pigeonpeas
107.42,21.34,45.6,28.95,91.86,6.16,29.82,muskmelon
84.48,20.87,28.72,27.46,52.15,6.28,154.26,coffee
41.55,74.37,77.32,22.78,24.77,6.55,84.23,chickpea
22.89,45.0,24.61,27.67,73.78,7.12,44.35,mungbean
35.24,22.97,33.25,35.36,50.34,6.73,98.96,mango
61.02,44.02,20.93,23.87,64.73,6.15,96.22,maize
95.14,13.66,49.29,27.81,90.17,6.66,23.93,muskmelon
33.26,43.83,18.96,31.73,47.67,4.52,67.64,mothbeans
102.72,22.14,34.41,27.12,58.21,7.01,181.8,coffee
22.41,37.81,25.89,32.95,52.92,5.57,52.74,mango
16.33,76.56,15.19,19.0,34.82,5.1,100.63,pigeonpeas
91.87,17.67,45.24,27.88,90.04,6.15,28.81,muskmelon
17.04,125.83,203.0,21.19,90.82,5.81,121.41,apple
61.34,74.23,48.54,33.77,92.75,6.81,225.05,papaya
99.87,42.43,16.67,22.01,70.79,7.18,64.78,maize
92.14,28.69,33.0,23.08,64.04,6.82,174.97,coffee
35.78,24.38,10.43,26.08,91.94,7.04,100.8,orange
17.57,56.8,16.94,15.11,69.46,7.39,44.59,lentil
107.18,28.79,30.4,23.18,62.27,7.15,161.27,coffee
83.61,35.93,22.08,24.25,59.72,7.13,97.81,maize
25.95,11.57,36.97,22.96,90.85,6.6,123.55,pomegranate
19.56,70.5,17.4,19.9,60.46,6.49,52.42,lentil
29.89,39.43,15.88,29.76,42.01,9.33,64.32,mothbeans
29.64,35.55,16.81,26.05,39.18,4.0,48.6,mothbeans
68.32,52.44,23.25,20.42,58.27,6.54,83.26,maize
38.34,71.4,95.07,21.26,19.95,6.14,95.21,chickpea
73.11,53.6,40.29,25.96,85.72,6.48,189.2,jute
22.23,75.3,24.43,17.8,61.29,5.89,38.84,lentil
84.45,58.21,42.7,23.72,74.08,7.39,152.27,jute
113.41,19.63,31.26,26.73,60.09,6.7,197.31,coffee
21.08,55.5,16.83,22.26,60.31,6.83,49.08,lentil
18.97,24.84,27.51,25.65,99.39,5.77,158.4,coconut
102.49,96.46,51.06,29.94,87.42,5.89,107.9,banana
72.17,47.97,44.36,25.91,83.75,5.59,227.09,rice
106.74,22.31,32.24,23.69,66.63,7.22,180.85,coffee
29.08,57.07,23.39,28.96,50.56,5.69,101.38,pigeonpeas
23.87,38.63,17.61,26.42,46.24,9.37,30.04,mothbeans
104.86,46.24,18.86,23.23,81.38,7.24,62.94,cotton
96.23,39.1,37.04,23.02,74.87,6.24,173.41,jute
30.62,140.58,203.93,35.07,89.62,6.18,61.29,grapes
23.73,71.8,23.94,31.74,61.9,6.87,65.82,blackgram
113.4,58.26,19.12,25.78,72.48,6.55,62.1,cotton
27.05,51.53,24.77,31.93,80.48,6.5,50.27,mungbean
60.44,53.44,24.37,25.84,74.3,6.47,102.57,maize
64.4,77.99,47.57,26.42,87.11,6.39,167.91,papaya
107.13,14.75,52.6,29.98,92.32,6.07,25.58,muskmelon
85.77,23.85,29.01,24.2,64.43,6.26,172.1,coffee
29.44,28.54,30.47,29.21,97.58,6.24,183.6,coconut
67.17,65.0,46.49,26.36,90.58,6.27,162.35,papaya
94.42,17.49,53.48,27.34,92.68,6.23,21.34,muskmelon
27.0,55.99,18.83,15.62,65.04,5.93,47.25,lentil
24.69,70.9,18.53,23.63,22.29,5.72,81.74,kidneybeans
21.81,61.74,18.79,34.21,70.71,7.12,77.14,blackgram
93.34,25.17,29.39,24.38,51.99,6.58,173.44,coffee
23.28,39.62,20.76,26.15,62.62,5.25,59.97,mothbeans
60.68,55.05,41.83,23.58,82.21,6.24,199.5,jute
112.82,84.12,46.56,28.41,76.13,5.56,111.84,banana
16.41,27.84,41.47,24.36,86.72,6.44,101.55,pomegranate
20.28,21.41,28.37,32.52,51.97,4.77,63.4,mango
81.84,16.55,29.79,26.11,59.73,7.28,190.52,coffee
23.61,122.47,200.91,10.41,88.48,6.03,64.27,grapes
116.24,16.61,30.72,27.12,53.57,6.56,197.5,coffee
102.73,99.88,50.99,26.54,86.32,6.36,98.26,banana
83.14,15.51,28.18,24.71,63.73,6.15,197.08,coffee
97.08,19.27,52.55,24.14,84.44,6.35,42.71,watermelon
69.24,39.63,23.89,25.82,73.25,7.14,69.59,maize
103.33,20.53,49.39,28.42,93.88,6.36,23.76,muskmelon
32.58,71.47,21.44,30.41,67.76,6.18,61.79,blackgram
114.12,32.67,25.49,23.69,61.38,7.46,192.06,coffee
36.66,76.84,22.23,28.65,64.94,7.09,71.75,blackgram
16.46,126.77,204.98,23.83,90.93,6.07,110.89,apple
28.03,140.43,199.29,22.28,91.59,6.06,106.66,apple
26.04,28.72,31.23,25.03,94.61,5.66,143.0,coconut
61.02,51.24,39.74,20.39,82.38,5.73,186.57,rice
62.75,42.99,40.63,23.09,77.18,6.72,171.16,jute
23.66,55.52,90.09,24.57,23.41,7.03,61.1,chickpea
80.34,44.19,39.34,24.08,79.93,5.7,227.78,rice
30.31,125.13,197.42,32.35,87.05,5.95,61.33,grapes
27.43,128.04,195.29,41.08,82.31,6.6,74.14,grapes
103.52,16.72,48.61,25.05,87.61,6.03,41.27,watermelon
26.38,66.35,22.39,26.87,56.47,4.88,104.12,pigeonpeas
31.02,48.87,16.59,25.05,40.87,4.57,59.67,mothbeans
92.55,11.01,45.73,29.29,91.57,6.05,26.56,muskmelon
49.57,74.34,45.42,23.24,85.01,6.2,71.84,papaya
23.34,29.28,31.84,28.05,97.53,5.52,160.1,coconut
16.82,64.48,24.6,16.82,20.83,6.0,139.43,kidneybeans
31.68,14.94,40.36,18.82,89.08,5.65,105.92,pomegranate
28.49,26.69,29.77,27.88,95.2,6.52,142.83,coconut
101.31,12.55,47.42,28.78,94.28,6.51,22.2,muskmelon
65.34,73.35,51.12,36.56,87.65,6.54,147.42,papaya
61.52,43.12,36.47,24.7,74.7,7.28,193.7,jute
21.17,56.45,16.92,22.86,20.79,5.68,75.29,kidneybeans
134.81,36.12,18.6,25.66,82.57,6.59,62.22,cotton
26.26,35.14,26.86,31.94,47.04,5.42,37.67,mango
51.13,65.94,49.52,33.93,85.65,6.92,82.66,papaya
22.74,69.84,16.55,33.27,70.26,6.34,75.13,blackgram
110.96,21.68,33.54,27.67,55.86,6.2,180.9,coffee
35.25,55.66,16.35,30.13,52.86,6.02,44.53,mothbeans
135.02,50.7,17.44,23.3,84.46,7.0,88.23,cotton
87.15,52.14,42.8,25.1,86.08,6.16,180.1,jute
90.42,12.63,47.97,27.25,93.95,6.11,27.65,muskmelon
27.8,70.38,94.62,23.45,14.37,7.03,90.25,chickpea
107.41,18.54,46.87,26.4,87.03,6.7,42.06,watermelon
36.36,22.0,27.42,28.7,52.3,6.17,33.98,mango
21.44,17.12,30.29,27.32,98.34,5.68,146.6,coconut
25.94,18.46,11.06,13.51,92.6,6.81,100.48,orange
26.77,142.59,199.55,23.47,92.42,6.06,114.29,apple
31.89,36.49,16.61,25.59,45.35,9.62,51.83,mothbeans
127.54,52.09,20.91,25.42,77.75,5.82,83.54,cotton
94.5,53.35,42.21,26.0,74.84,7.4,155.44,jute
36.62,28.78,10.42,27.7,91.75,6.84,111.3,orange
19.77,55.79,24.27,21.09,58.59,6.27,183.44,pigeonpeas
39.8,135.33,199.89,22.11,92.76,6.2,109.31,apple
94.81,15.82,52.5,28.99,91.28,6.11,21.49,muskmelon
66.21,52.21,18.96,21.58,61.92,7.45,94.76,maize
19.61,132.1,204.38,28.29,83.82,5.82,69.18,grapes
28.79,19.94,14.96,29.17,90.05,6.84,110.35,orange
20.54,27.71,34.49,29.01,46.8,5.24,83.16,mango
118.89,32.86,28.07,26.76,52.26,6.98,169.71,coffee
25.02,47.64,19.19,30.87,53.64,9.18,31.57,mothbeans
106.51,24.66,54.96,28.42,92.69,6.55,20.75,muskmelon
92.7,56.55,22.97,21.53,70.47,6.66,70.05,maize
26.01,24.83,38.46,21.17,89.95,5.69,100.98,pomegranate
17.15,37.15,18.34,25.11,51.33,5.08,59.76,mothbeans
36.27,22.17,33.26,28.89,94.65,6.74,143.16,coconut
34.61,12.9,12.45,29.34,91.79,6.98,115.48,orange
97.94,53.12,23.81,26.88,59.97,7.3,67.62,maize
102.45,44.51,21.73,23.27,77.66,7.5,61.91,cotton
30.65,76.16,87.95,21.19,24.59,7.37,73.89,chickpea
34.22,55.05,15.83,28.48,80.9,6.7,48.56,mungbean
34.86,61.69,22.93,18.25,19.26,5.94,100.62,kidneybeans
67.12,41.13,19.18,18.2,72.44,6.85,99.03,maize
95.78,42.97,18.35,23.04,55.73,6.2,86.05,maize
22.52,40.69,18.72,32.76,61.71,6.58,46.46,mungbean
128.03,56.99,18.26,25.23,71.12,5.71,91.3,cotton
32.17,17.65,28.99,34.18,53.11,5.09,98.49,mango
93.23,12.44,52.57,29.96,92.35,6.78,23.13,muskmelon
96.12,14.44,51.24,28.04,92.98,6.6,29.92,muskmelon
101.58,17.17,50.65,27.04,91.82,6.36,29.57,muskmelon
118.76,26.47,32.82,26.37,58.79,6.83,152.53,coffee
39.59,18.51,43.92,20.2,91.63,6.39,116.45,pomegranate
90.84,24.13,48.03,26.27,88.84,6.22,44.38,watermelon
82.94,51.09,41.15,24.41,85.54,6.9,169.67,jute
93.45,23.71,52.64,29.04,94.85,6.2,25.86,muskmelon
31.6,66.37,15.18,29.0,63.14,7.45,62.04,blackgram
109.99,17.99,51.4,24.2,84.75,6.76,40.21,watermelon
23.72,21.28,31.3,26.98,90.44,6.34,201.12,coconut
24.9,50.11,19.72,30.27,36.64,9.6,38.16,mothbeans
98.03,57.4,44.54,24.5,85.44,5.92,201.75,rice
29.23,29.88,33.87,28.03,93.41,6.1,191.88,coconut
25.82,43.38,15.82,25.51,42.23,4.07,52.39,mothbeans
108.53,23.92,50.29,24.33,86.1,6.41,40.76,watermelon
94.05,97.33,52.43,26.29,83.95,5.61,127.97,banana
98.31,59.43,41.97,23.48,73.22,7.4,174.43,jute
28.84,130.24,196.72,26.16,85.72,5.57,65.62,grapes
26.38,129.4,204.78,21.54,92.06,5.79,115.48,apple
23.01,28.29,39.11,24.45,85.83,6.34,128.23,pomegranate
108.5,24.8,31.1,26.5,58.65,6.94,161.2,coffee
102.29,13.14,51.1,24.01,82.15,6.72,41.17,watermelon
21.43,22.26,10.92,26.13,91.99,7.48,110.2,orange
24.68,49.15,15.06,29.52,64.83,5.64,63.56,mothbeans
16.46,43.95,20.97,25.05,42.46,4.65,43.6,mothbeans
101.46,75.18,50.89,25.5,88.4,5.84,122.93,banana
32.2,67.71,76.72,21.92,16.04,6.13,91.62,chickpea
29.61,39.08,22.8,31.65,57.27,8.39,68.29,mothbeans
16.96,37.95,27.63,31.81,46.19,4.92,98.81,mango
33.86,126.86,201.34,20.08,84.74,5.86,67.13,grapes
34.59,54.94,22.99,29.58,44.9,7.0,34.85,mothbeans
117.83,95.84,47.2,24.69,81.76,6.0,115.98,banana
96.28,13.87,51.12,28.06,94.56,6.56,25.82,muskmelon
29.0,77.71,15.61,23.27,62.67,7.38,40.36,lentil
90.01,78.31,46.5,25.93,80.64,5.72,109.09,banana
20.24,19.28,33.33,32.08,52.85,5.19,94.54,mango
23.44,23.08,29.96,30.83,54.86,6.59,83.0,mango
37.82,14.66,25.35,29.48,95.87,6.82,191.82,coconut
17.98,134.7,196.78,25.97,89.29,6.66,70.63,grapes
17.27,19.06,14.54,32.21,92.62,7.29,115.96,orange
26.44,123.59,196.54,9.05,86.79,6.4,61.2,grapes
99.69,21.57,49.38,26.07,83.41,6.04,49.85,watermelon
32.99,24.45,31.24,29.86,47.22,6.0,38.72,mango
104.02,18.08,32.87,26.34,68.31,6.99,195.48,coffee
101.45,26.79,28.68,27.34,54.81,6.32,188.28,coffee
96.3,19.51,49.26,25.12,85.77,6.64,45.72,watermelon
15.78,57.34,20.27,25.64,60.78,6.39,37.39,lentil
30.77,35.18,19.06,29.09,74.34,6.5,54.89,mungbean
104.05,14.11,48.27,25.36,89.3,6.66,46.17,watermelon
30.76,138.7,197.17,23.18,92.31,5.86,108.91,apple
97.47,11.48,53.44,28.64,91.07,6.33,26.48,muskmelon
27.51,10.26,43.03,20.87,88.74,5.53,125.58,pomegranate
25.65,62.75,24.11,21.02,66.39,6.93,42.87,lentil
34.11,60.26,20.1,25.59,47.25,5.73,127.7,pigeonpeas
108.48,19.94,53.17,24.97,87.09,6.39,49.1,watermelon
119.62,15.44,25.21,27.79,56.09,7.41,176.72,coffee
105.57,24.31,50.48,27.48,90.94,6.27,26.37,muskmelon
33.87,21.12,12.56,21.36,90.72,6.11,101.39,orange
79.75,40.93,35.41,23.45,89.24,6.42,242.26,rice
20.33,60.74,20.51,26.35,62.56,6.36,45.86,lentil
39.89,65.47,17.37,36.69,40.64,6.36,131.8,pigeonpeas
29.4,57.48,23.76,34.75,63.7,6.01,70.82,blackgram
16.82,126.67,195.02,9.68,84.04,6.54,61.93,grapes
33.69,121.45,197.13,22.92,92.97,5.56,116.47,apple
16.47,70.38,20.38,18.77,67.58,6.87,50.74,lentil
70.75,40.82,23.32,18.79,71.88,6.07,66.39,maize
35.21,72.83,20.7,22.29,23.26,6.21,125.11,kidneybeans
30.16,70.58,20.8,28.5,61.32,6.08,68.24,blackgram
22.49,56.45,21.22,23.48,24.86,5.56,103.66,kidneybeans
116.76,15.33,33.72,27.45,67.66,6.46,179.45,coffee
27.76,76.29,18.83,20.32,64.85,6.07,47.13,lentil
35.53,144.17,198.8,36.86,82.08,6.09,72.83,grapes
26.58,77.87,20.31,19.03,63.69,5.99,47.79,lentil
107.27,10.35,53.43,25.76,81.2,6.78,43.59,watermelon
30.38,122.53,202.18,22.76,93.67,5.72,111.49,apple
65.36,77.13,48.33,32.15,91.76,6.79,54.69,papaya
37.82,52.93,20.15,31.93,61.19,6.33,61.84,mungbean
106.02,11.97,49.15,27.7,93.4,6.04,21.34,muskmelon
88.25,39.14,43.61,25.78,74.01,6.48,172.96,jute
15.78,79.93,17.18,32.38,44.94,5.17,150.3,pigeonpeas
16.0,36.46,15.06,34.55,73.17,6.49,52.42,mungbean
31.38,126.26,203.48,23.03,90.46,6.22,110.78,apple
94.74,48.49,23.26,23.56,58.34,5.62,87.0,maize
32.79,21.48,25.13,26.82,98.06,6.88,192.93,coconut
52.42,68.61,52.71,42.08,91.72,6.13,114.57,papaya
25.97,17.97,34.54,28.73,93.62,6.91,188.4,coconut
106.06,23.11,49.73,29.32,94.06,6.17,26.95,muskmelon
33.84,60.3,19.46,19.25,18.48,6.02,95.27,kidneybeans
139.49,45.79,22.37,22.77,75.07,5.86,80.02,cotton
23.95,74.35,15.09,24.52,18.53,6.31,93.79,kidneybeans
107.16,20.38,46.75,27.31,92.67,6.42,27.65,muskmelon
17.77,64.88,24.81,15.01,20.93,5.75,60.9,kidneybeans
26.86,143.14,196.59,37.7,84.75,6.56,65.81,grapes
25.96,17.83,40.5,18.67,86.18,5.54,107.0,pomegranate
15.36,120.29,199.94,13.66,85.11,5.81,68.35,grapes
28.82,15.7,10.42,10.87,90.08,6.43,101.22,orange
23.14,12.56,44.4,19.92,94.74,6.7,125.57,pomegranate
35.51,28.37,25.94,32.31,52.61,6.51,75.07,mango
71.24,41.45,42.26,20.4,84.27,5.65,201.79,rice
47.1,71.8,46.84,29.6,93.8,6.08,57.58,papaya
15.96,19.11,40.77,21.49,86.2,5.63,115.45,pomegranate
21.62,77.02,18.75,26.49,54.51,5.33,142.64,pigeonpeas
34.22,71.43,17.09,15.38,23.49,5.57,140.61,kidneybeans
24.47,26.76,25.6,29.02,98.13,5.82,176.74,coconut
21.0,52.94,24.99,34.53,68.37,6.41,60.4,mungbean
15.15,24.4,33.28,25.55,92.11,5.63,163.35,coconut
36.63,45.48,24.95,28.13,75.76,7.17,51.86,mungbean
20.5,68.52,20.74,16.57,60.39,5.92,38.77,lentil
27.14,58.17,16.36,33.44,66.61,7.47,61.71,blackgram
30.94,59.7,97.5,22.85,18.73,7.58,94.62,chickpea
117.65,59.11,20.99,24.58,76.41,7.31,96.36,cotton
26.05,75.17,17.41,25.4,60.51,6.55,36.45,lentil
111.15,86.29,53.45,23.29,79.84,6.61,98.27,banana
17.55,74.63,20.06,15.25,22.71,5.62,127.5,kidneybeans
24.42,47.01,22.94,28.34,85.17,6.88,59.06,mungbean
128.69,43.52,24.32,24.92,74.93,6.75,69.3,cotton
21.74,65.87,20.8,25.9,64.73,7.02,44.94,lentil
31.41,15.96,10.4,17.13,94.21,7.1,119.73,orange
79.5,54.77,16.29,24.32,58.35,7.37,102.1,maize
86.88,48.55,24.56,24.99,59.21,5.74,76.17,maize
90.41,20.76,45.31,24.64,85.3,6.57,42.99,watermelon
75.04,46.84,44.6,26.33,75.39,6.63,189.05,jute
